sequence_number,rtt_ms,bytes_received,status
623,61.801,1328,SUCCESS
624,61.742,29,SUCCESS
625,,0,LOST
626,61.216,29,SUCCESS
627,65.132,1328,SUCCESS
628,62.721,29,SUCCESS
629,66.663,1328,SUCCESS
630,61.252,29,SUCCESS
631,62.536,1328,SUCCESS
632,64.198,29,SUCCESS
633,62.335,1328,SUCCESS
634,,0,LOST
635,65.180,1328,SUCCESS
636,62.221,29,SUCCESS
637,62.199,1328,SUCCESS
638,62.512,29,SUCCESS
639,92.752,1328,SUCCESS
640,61.155,29,SUCCESS
641,,0,LOST
642,62.904,29,SUCCESS
643,64.110,1328,SUCCESS
644,61.298,29,SUCCESS
645,65.390,1328,SUCCESS
646,61.754,29,SUCCESS
647,,0,LOST
648,63.820,29,SUCCESS
649,64.748,1328,SUCCESS
650,60.907,29,SUCCESS
651,64.960,1328,SUCCESS
652,62.804,29,SUCCESS
653,63.505,1328,SUCCESS
654,64.850,29,SUCCESS
655,62.318,1328,SUCCESS
656,63.194,29,SUCCESS
657,63.953,1328,SUCCESS
658,,0,LOST
659,62.530,1328,SUCCESS
660,,0,LOST
661,63.318,1328,SUCCESS
662,62.115,29,SUCCESS
663,62.250,1328,SUCCESS
664,61.369,29,SUCCESS
665,66.938,1328,SUCCESS
666,62.041,29,SUCCESS
667,63.707,1328,SUCCESS
668,63.831,29,SUCCESS
669,65.233,1328,SUCCESS
670,,0,LOST
671,64.851,1328,SUCCESS
672,62.456,29,SUCCESS
673,64.600,1328,SUCCESS
674,62.591,29,SUCCESS
675,,0,LOST
676,62.261,29,SUCCESS
677,64.099,1328,SUCCESS
678,60.176,29,SUCCESS
679,62.276,1328,SUCCESS
680,,0,LOST
681,63.065,1328,SUCCESS
682,,0,LOST
683,72.551,1328,SUCCESS
684,,0,LOST
685,,0,LOST
686,63.838,29,SUCCESS
687,61.356,1328,SUCCESS
688,63.121,29,SUCCESS
689,65.536,1328,SUCCESS
690,,0,LOST
691,64.779,1328,SUCCESS
692,104.877,29,SUCCESS
693,65.691,1328,SUCCESS
694,63.314,29,SUCCESS
695,63.806,1328,SUCCESS
696,,0,LOST
697,76.653,1328,SUCCESS
698,71.130,29,SUCCESS
699,63.653,1328,SUCCESS
700,,0,LOST
701,95.898,1328,SUCCESS
702,60.043,29,SUCCESS
703,66.594,1328,SUCCESS
704,63.546,29,SUCCESS
705,64.922,1328,SUCCESS
706,80.710,29,SUCCESS
707,63.194,1328,SUCCESS
708,62.764,29,SUCCESS
709,66.159,1328,SUCCESS
710,61.539,29,SUCCESS
711,64.232,1328,SUCCESS
712,60.040,29,SUCCESS
713,,0,LOST
714,63.238,29,SUCCESS
715,64.043,1328,SUCCESS
716,61.090,29,SUCCESS
717,75.267,1328,SUCCESS
718,62.726,29,SUCCESS
719,64.387,1328,SUCCESS
720,63.563,29,SUCCESS
721,62.831,1328,SUCCESS
722,63.741,29,SUCCESS
723,62.217,1328,SUCCESS
724,63.519,29,SUCCESS
725,63.964,1328,SUCCESS
726,63.250,29,SUCCESS
727,63.435,1328,SUCCESS
728,63.944,29,SUCCESS
729,63.133,1328,SUCCESS
730,59.056,29,SUCCESS
731,63.571,1328,SUCCESS
732,63.196,29,SUCCESS
733,64.132,1328,SUCCESS
734,64.842,29,SUCCESS
735,76.190,1328,SUCCESS
736,63.283,29,SUCCESS
